"iata","icao","latitude","longitude","name","wikipedia_url","outdegree","outdegree_cargo","number_airlines","number_airlines_cargo"
"","UGSA","41.921198","44.714186","","https://en.wikipedia.org/wiki/Natakhtari_Airfield","3","0","1","0"
"","UHBS","51.455000","128.098333","","https://en.wikipedia.org/wiki/Svobodny_Airport","2","0","1","0"
"","UHHY","54.685278","135.283333","","https://en.wikipedia.org/wiki/Chumikan_Airport","1","0","2","0"
"","UHMF","62.457778","155.738333","","https://en.wikipedia.org/wiki/Omsukchan_Airport","1","0","1","0"
"","UHMH","62.766667","148.146667","","https://en.wikipedia.org/wiki/Susuman_Airport","1","0","1","0"
"","UHML","65.580000","-170.996667","","https://en.wikipedia.org/wiki/Lavrentiya_Airport","1","0","1","0"
"","UHMN","65.241667","160.539167","","https://en.wikipedia.org/wiki/Omolon_Airport","2","0","3","0"
"","UHNA","56.4321","138.0449","","https://en.wikipedia.org/wiki/Munuk_Airport","1","0","1","0"
"","UHPD","59.223611","163.070278","","https://en.wikipedia.org/wiki/Ossora_Airport","1","0","1","0"
"","UHPK","56.238333","162.688333","","https://en.wikipedia.org/wiki/Ust-Kamchatsk_Airport","1","0","1","0"
"","UHPL","59.081667","159.888333","","https://en.wikipedia.org/wiki/Palana_Airport","1","0","1","0"
"","UHPT","60.383333","166.025000","","https://en.wikipedia.org/wiki/Tilichiki_Airport","1","0","1","0"
"","UHPX","55.178333","166.048333","","https://en.wikipedia.org/wiki/Nikolskoye_Airport","1","0","1","0"
"","UIAE","50.033333","118.066667","","https://en.wikipedia.org/wiki/Krasnokamensk_Airport","0","0","0","0"
"UIB","SKUI","5.690833","-76.641111","","https://en.wikipedia.org/wiki/El_Caraño_Airport","5","0","3","0"
"UIH","VVPC","13.955000","109.042222","","https://en.wikipedia.org/wiki/Phu_Cat_Airport","3","0","3","0"
"UII","MHUT","16.112500","-86.880556","","https://en.wikipedia.org/wiki/Útila_Airport","3","0","2","0"
"UIK","UIBS","58.133333","102.556667","","https://en.wikipedia.org/wiki/Ust-Ilimsk_Airport","2","0","2","0"
"","UIKG","56.361667","114.930000","","https://en.wikipedia.org/wiki/Taksimo_Airport","1","0","1","0"
"","UIKM","58.313333","112.890000","","https://en.wikipedia.org/wiki/Mama_Airport","0","0","0","0"
"UIN","KUIN","39.942778","-91.194722","","https://en.wikipedia.org/wiki/Quincy_Regional_Airport","2","0","1","0"
"UIO","SEQM","-0.113300","-78.358600","","https://en.wikipedia.org/wiki/Mariscal_Sucre_International_Airport","28","19","19","12"
"UIT","","5.909167","169.637083","","https://en.wikipedia.org/wiki/Jaluit_Airport","2","0","1","0"
"","UITK","56.279094","107.567886","","https://en.wikipedia.org/wiki/Kazachinskoye_Airport","2","0","2","0"
"","UIUN","55.801667","109.586667","","https://en.wikipedia.org/wiki/Nizhneangarsk_Airport","3","0","1","0"
"UJE","","8.928056","165.762500","","https://en.wikipedia.org/wiki/Ujae_Airport","3","0","1","0"
"UKA","HKUK","-4.296944","39.571389","","https://en.wikipedia.org/wiki/Ukunda_Airport","3","0","5","0"
"UKB","RJBE","34.632778","135.223889","","https://en.wikipedia.org/wiki/Kobe_Airport","17","0","13","0"
"UKE","VEUK","20.097778","83.183333","","https://en.wikipedia.org/wiki/Utkela_Airport","2","0","1","0"
"UKG","UEBT","70.011111","135.646667","","https://en.wikipedia.org/wiki/Ust-Kuyga_Airport","1","0","1","0"
"UKK","UASK","50.036111","82.494167","","https://en.wikipedia.org/wiki/Oskemen_Airport","7","0","5","0"
"NLV","UKON","47.058056","31.920833","","https://en.wikipedia.org/wiki/Mykolaiv_Airport","4","0","3","0"
"UKX","UITT","56.858056","105.729444","","https://en.wikipedia.org/wiki/Ust-Kut_Airport","1","1","2","1"
"ULG","ZMUL","48.991667","89.919722","","https://en.wikipedia.org/wiki/Ölgii_Airport","1","0","1","0"
"ULH","OEAO","26.483333","38.116944","","https://en.wikipedia.org/wiki/Prince_Abdul_Majeed_bin_Abdulaziz_International_Airport","8","0","6","0"
"ULI","","10.027500","139.788889","","https://en.wikipedia.org/wiki/Ulithi_Airport","3","0","2","0"
"ULK","UERL","60.720556","114.825833","","https://en.wikipedia.org/wiki/Lensk_Airport","3","0","4","0"
"ULO","ZMUG","50.067222","91.937778","","https://en.wikipedia.org/wiki/Ulaangom_Airport","1","0","1","0"
"ULP","YQLP","-26.609361","144.257694","","https://en.wikipedia.org/wiki/Quilpie_Airport","8","0","1","0"
"ULV","UWLL","54.275556","48.243056","","https://en.wikipedia.org/wiki/Ulyanovsk_Baratayevka_Airport","10","0","8","0"
"ULZ","ZMDN","47.712778","96.524167","","https://en.wikipedia.org/wiki/Donoi_Airport","1","0","1","0"
"UMD","BGUM","70.680278","-52.161667","","https://en.wikipedia.org/wiki/Uummannaq_Heliport","7","0","2","0"
"UME","ESNU","63.791944","20.282778","","https://en.wikipedia.org/wiki/Umeå_Airport","4","0","5","0"
"UMS","UEMU","60.363889","134.448889","","https://en.wikipedia.org/wiki/Ust-Maya_Airport","1","0","1","0"
"UNA","SBTC","-15.353333","-38.997222","","https://en.wikipedia.org/wiki/Una-Comandatuba_Airport","2","0","1","0"
"UNG","AYKI","-6.125667","141.282000","","https://en.wikipedia.org/wiki/Kiunga_Airport","5","0","2","0"
"UNI","TVSU","12.598611","-61.414722","","https://en.wikipedia.org/wiki/Union_Island_Airport","9","0","3","0"
"UNK","PAUN","63.888333","-160.798889","","https://en.wikipedia.org/wiki/Unalakleet_Airport","6","1","3","2"
"UNN","VTSR","9.777500","98.585278","","https://en.wikipedia.org/wiki/Ranong_Airport","1","0","1","0"
"UOL","WAFY","1.100833","121.416111","","https://en.wikipedia.org/wiki/Pogogul_Airport","2","0","2","0"
"UPG","WAAA","-5.061667","119.554167","","https://en.wikipedia.org/wiki/Sultan_Hasanuddin_International_Airport","43","4","16","2"
"UPN","MMPN","19.396667","-102.039167","","https://en.wikipedia.org/wiki/Uruapan_International_Airport","3","0","2","0"
"URA","UARR","51.150833","51.543056","","https://en.wikipedia.org/wiki/Oral_Ak_Zhol_Airport","8","0","6","0"
"URC","ZWWW","43.907222","87.474167","","https://en.wikipedia.org/wiki/Ürümqi_Tianshan_International_Airport","124","17","36","11"
"URE","EEKE","58.230000","22.509444","","https://en.wikipedia.org/wiki/Kuressaare_Airport","4","0","3","0"
"URG","SBUG","-29.783333","-57.036944","","https://en.wikipedia.org/wiki/Ruben_Berta_International_Airport","1","0","1","0"
"URJ","USHU","60.116667","64.833333","","https://en.wikipedia.org/wiki/Uray_Airport","3","0","1","0"
"URS","UUOK","51.751667","36.296667","","https://en.wikipedia.org/wiki/Kursk_Vostochny_Airport","0","0","0","0"
"URT","VTSB","9.132500","99.135556","","https://en.wikipedia.org/wiki/Surat_Thani_International_Airport","4","0","5","0"
"URY","OEGT","31.411667","37.279444","","https://en.wikipedia.org/wiki/Gurayat_Domestic_Airport","2","0","2","0"
"USA","KJQF","35.387778","-80.709167","","https://en.wikipedia.org/wiki/Concord–Padgett_Regional_Airport","15","0","2","0"
"USH","SAWH","-54.843333","-68.294444","","https://en.wikipedia.org/wiki/Ushuaia_–_Malvinas_Argentinas_International_Airport","9","0","6","0"
"USJ","UAAL","46.190278","80.831389","","https://en.wikipedia.org/wiki/Usharal_Airport","2","0","2","0"
"USK","UUYS","66.000000","57.366667","","https://en.wikipedia.org/wiki/Usinsk_Airport","7","0","2","0"
"USM","VTSM","9.547778","100.062222","","https://en.wikipedia.org/wiki/Samui_Airport","9","0","3","0"
"","USMQ","67.988611","75.098333","","https://en.wikipedia.org/wiki/Yamburg_Airport","3","0","1","0"
"USN","RKPU","35.593333","129.351667","","https://en.wikipedia.org/wiki/Ulsan_Airport","2","0","3","0"
"USR","UEMT","64.549444","143.110833","","https://en.wikipedia.org/wiki/Ust-Nera_Airport","1","0","1","0"
"USU","RPVV","12.121389","120.100000","","https://en.wikipedia.org/wiki/Francisco_B._Reyes_Airport","3","0","3","0"
"UTH","VTUD","17.386389","102.788333","","https://en.wikipedia.org/wiki/Udon_Thani_International_Airport","6","0","5","0"
"UTK","","11.222500","169.852778","","https://en.wikipedia.org/wiki/Utirik_Airport","1","0","1","0"
"UTN","FAUP","-28.401111","21.259722","","https://en.wikipedia.org/wiki/Upington_Airport","2","0","1","0"
"","UTOD","37.502222","71.513333","","https://en.wikipedia.org/wiki/Khorog_Airport","1","0","1","0"
"UTP","VTBU","12.679722","101.005000","","https://en.wikipedia.org/wiki/U-Tapao_International_Airport","2","0","1","0"
"UTS","UUYX","65.433333","52.198889","","https://en.wikipedia.org/wiki/Ust-Tsilma_Airport","1","0","1","0"
"UTT","FAUT","-31.546389","28.675278","","https://en.wikipedia.org/wiki/Mthatha_Airport","1","0","1","0"
"UUA","UWKB","54.640000","52.801667","","https://en.wikipedia.org/wiki/Bugulma_Airport","6","0","1","0"
"UUD","UIUU","51.807500","107.440278","","https://en.wikipedia.org/wiki/Baikal_International_Airport","23","0","12","0"
"UUS","UHSS","46.886944","142.721944","","https://en.wikipedia.org/wiki/Khomutovo_Airport","18","0","5","0"
"UVE","NWWV","-20.640556","166.572778","","https://en.wikipedia.org/wiki/Ouvéa_Airport","3","0","2","0"
"UVF","TLPL","13.733333","-60.952500","","https://en.wikipedia.org/wiki/Hewanorra_International_Airport","13","3","7","2"
"UVI","SSUV","-26.231944","-51.067500","","https://en.wikipedia.org/wiki/União_da_Vitória_Airport","1","0","1","0"
"UVL","HEKG","25.473611","30.590278","","https://en.wikipedia.org/wiki/El_Kharga_Airport","1","0","2","0"
"UYL","HSNN","12.053611","24.956111","","https://en.wikipedia.org/wiki/Nyala_Airport","2","0","3","0"
"UYN","ZLYL","38.361111","109.596389","","https://en.wikipedia.org/wiki/Yulin_Yuyang_Airport","43","0","8","0"
"UYU","SLUY","-20.443056","-66.854167","","https://en.wikipedia.org/wiki/Uyuni_Airport","3","0","1","0"
"UZR","UASU","47.092222","81.657500","","https://en.wikipedia.org/wiki/Ürjar_Airport","2","0","1","0"
"VAA","EFVA","63.045278","21.764167","","https://en.wikipedia.org/wiki/Vaasa_Airport","4","0","3","0"
"VAG","SBVG","-21.588889","-45.473333","","https://en.wikipedia.org/wiki/Varginha_Airport","1","0","1","0"
"VAI","AYVN","-2.697167","141.302286","","https://en.wikipedia.org/wiki/Vanimo_Airport","1","0","2","0"
"VAK","PAVA","61.540833","-165.600833","","https://en.wikipedia.org/wiki/Chevak_Airport","3","0","2","0"
"VAM","VRMV","3.470556","72.835833","","https://en.wikipedia.org/wiki/Villa_International_Airport_Maamigili","0","0","0","0"
"VAN","LTCI","38.468333","43.332222","","https://en.wikipedia.org/wiki/Van_Airport","7","0","4","0"
"VAO","AGGV","-7.585833","158.731389","","https://en.wikipedia.org/wiki/Suavanao_Airport","4","0","1","0"
"VAQ","UNIW","60.355000","102.310000","","https://en.wikipedia.org/wiki/Vanavara_Airport","2","0","3","0"
"VAR","LBWN","43.231944","27.825278","","https://en.wikipedia.org/wiki/Varna_Airport","53","0","25","0"
"VAS","LTAR","39.801861","36.893361","","https://en.wikipedia.org/wiki/Sivas_Airport","4","0","4","0"
"VAV","NFTV","-18.585278","-173.961667","","https://en.wikipedia.org/wiki/Vavaʻu_International_Airport","2","0","2","0"
"VAW","ENSS","70.355278","31.045000","","https://en.wikipedia.org/wiki/Vardø_Airport","4","0","1","0"
"VBV","NFVB","-17.244861","-178.959306","","https://en.wikipedia.org/wiki/Vanuabalavu_Airport","1","0","1","0"
"VBY","ESSV","57.662778","18.346111","","https://en.wikipedia.org/wiki/Visby_Airport","6","1","5","1"
"VCA","VVCT","10.085278","105.711944","","https://en.wikipedia.org/wiki/Can_Tho_International_Airport","7","0","4","0"
"","VCCV","8.741194","80.498000","","https://en.wikipedia.org/wiki/Vavuniya_Airport","2","0","3","0"
"VCE","LIPZ","45.505278","12.351944","","https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport","103","0","55","0"
"VCL","VVCA","15.406111","108.705556","","https://en.wikipedia.org/wiki/Chu_Lai_International_Airport","2","0","3","0"
"VCP","SBKP","-23.006944","-47.134444","","https://en.wikipedia.org/wiki/Viracopos_International_Airport","69","8","4","5"
"VCS","VVCS","8.732500","106.628889","","https://en.wikipedia.org/wiki/Con_Dao_Airport","3","0","2","0"
"VCT","KVCT","28.852500","-96.918611","","https://en.wikipedia.org/wiki/Victoria_Regional_Airport","1","0","1","0"
"VDC","SBVC","-14.907778","-40.914722","","https://en.wikipedia.org/wiki/Glauber_Rocha_Airport","3","0","3","0"
"VDE","GCHI","27.814722","-17.886944","","https://en.wikipedia.org/wiki/El_Hierro_Airport","2","0","2","0"
"VDH","VVDH","17.515000","106.590556","","https://en.wikipedia.org/wiki/Dong_Hoi_Airport","5","0","4","0"
"VDM","SAVV","-40.869444","-63.000000","","https://en.wikipedia.org/wiki/Gobernador_Edgardo_Castello_Airport","2","0","1","0"
"VDO","VVVD","21.117778","107.414167","","https://en.wikipedia.org/wiki/Van_Don_International_Airport","1","0","1","0"
"VDS","ENVD","70.065278","29.844722","","https://en.wikipedia.org/wiki/Vadsø_Airport","10","0","1","0"
"VDY","VOJV","15.175000","76.634100","","https://en.wikipedia.org/wiki/Jindal_Vidyanagar_Airport","2","0","2","0"
"VDZ","PAVD","61.133889","-146.248333","","https://en.wikipedia.org/wiki/Valdez_Airport","2","0","1","0"
"VEE","PAVE","67.008611","-146.366389","","https://en.wikipedia.org/wiki/Venetie_Airport","3","0","2","0"
"VEL","KVEL","40.440833","-109.510000","","https://en.wikipedia.org/wiki/Vernal_Regional_Airport","2","0","1","0"
"VEO","UNIS","60.373333","93.011667","","https://en.wikipedia.org/wiki/Severo-Yeniseysk_Airport","2","0","1","0"
"VER","MMVR","19.145833","-96.187222","","https://en.wikipedia.org/wiki/Veracruz_International_Airport","13","0","7","0"
"VEY","BIVM","63.425000","-20.279167","","https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport","1","0","1","0"
"VFA","FVFA","-18.095833","25.838889","","https://en.wikipedia.org/wiki/Victoria_Falls_Airport","13","0","11","0"
"VGA","VOBZ","16.528889","80.795833","","https://en.wikipedia.org/wiki/Vijayawada_Airport","12","0","4","0"
"VGD","ULWW","59.283056","39.943889","","https://en.wikipedia.org/wiki/Vologda_Airport","3","0","1","0"
"VGO","LEVX","42.229167","-8.627500","","https://en.wikipedia.org/wiki/Vigo-Peinador_Airport","8","0","4","0"
"VGZ","SKVG","0.981944","-76.604167","","https://en.wikipedia.org/wiki/Villa_Garzon_Airport","1","0","1","0"
"VHM","ESNV","64.578889","16.833333","","https://en.wikipedia.org/wiki/Vilhelmina_Airport","3","0","1","0"
"VHV","UENI","63.459167","120.276389","","https://en.wikipedia.org/wiki/Verkhnevilyuysk_Airport","1","0","1","0"
"VIE","LOWW","48.110278","16.569722","","https://en.wikipedia.org/wiki/Vienna_International_Airport","212","15","75","6"
"VIG","SVVG","8.623611","-71.673611","","https://en.wikipedia.org/wiki/Juan_Pablo_Pérez_Alfonso_Airport","2","0","6","0"
"VII","VVVH","18.736725","105.670881","","https://en.wikipedia.org/wiki/Vinh_Airport","10","0","5","0"
"VIJ","TUPW","18.445556","-64.428056","","https://en.wikipedia.org/wiki/Virgin_Gorda_Airport","3","0","4","0"
"VIL","GMMH","23.718056","-15.931944","","https://en.wikipedia.org/wiki/Dakhla_Airport","8","0","4","0"
"VIT","LEVT","42.882778","-2.724444","","https://en.wikipedia.org/wiki/Vitoria_Airport","10","4","3","1"
"VIX","SBVT","-20.258056","-40.286389","","https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport","9","0","3","0"
"VJB","FQXA","-24.892909","33.753024","","https://en.wikipedia.org/wiki/Xai-Xai_Airport","2","0","1","0"
"VKG","VVRG","9.959722","105.133889","","https://en.wikipedia.org/wiki/Rach_Gia_Airport","3","0","3","0"
"VKO","UUWW","55.596111","37.267500","","https://en.wikipedia.org/wiki/Vnukovo_International_Airport","103","0","30","0"
"VKT","UUYW","67.488333","63.990000","","https://en.wikipedia.org/wiki/Vorkuta_Airport","2","0","2","0"
"VKV","ULAH","64.441667","40.421667","","https://en.wikipedia.org/wiki/Vaskovo_Airport","22","0","1","0"
"VLC","LEVC","39.489444","-0.481667","","https://en.wikipedia.org/wiki/Valencia_Airport","113","3","36","2"
"VLD","KVLD","30.781389","-83.276111","","https://en.wikipedia.org/wiki/Valdosta_Regional_Airport","1","0","1","0"
"VLG","SAZV","-37.235278","-57.029167","","https://en.wikipedia.org/wiki/Villa_Gesell_Airport","0","0","0","0"
"VLI","NVVV","-17.699167","168.319722","","https://en.wikipedia.org/wiki/Bauerfield_International_Airport","6","0","6","0"
"VLL","LEVD","41.706111","-4.851944","","https://en.wikipedia.org/wiki/Valladolid_Airport","4","0","3","0"
"VLN","SVVA","10.150000","-67.927778","","https://en.wikipedia.org/wiki/Arturo_Michelena_International_Airport","11","0","7","0"
"VLV","SVVL","9.340833","-70.584167","","https://en.wikipedia.org/wiki/Dr._Antonio_Nicolás_Briceño_Airport","2","0","1","0"
"VME","SAOR","-33.725000","-65.377778","","https://en.wikipedia.org/wiki/Villa_Reynolds_Airport","2","0","1","0"
"VMR","SOAV","-32.319444","-63.226389","","https://en.wikipedia.org/wiki/Presidente_Néstor_Kirchner_Regional_Airport","0","0","0","0"
"VMU","AYBA","-7.494833","144.822667","","https://en.wikipedia.org/wiki/Baimuru_Airport","2","0","1","0"
"VNE","LFRV","47.719444","-2.723333","","https://en.wikipedia.org/wiki/Vannes_Airport","1","0","1","0"
"","VNKD","27.181111","86.772778","","https://en.wikipedia.org/wiki/Man_Maya_Airport","1","0","3","0"
"VNO","EYVI","54.636944","25.287778","","https://en.wikipedia.org/wiki/Vilnius_Airport","84","3","24","2"
"","VNRR","29.522222","82.146944","","https://en.wikipedia.org/wiki/Talcha_Airport","2","0","3","0"
"VNS","VEBN","25.452222","82.859444","","https://en.wikipedia.org/wiki/Lal_Bahadur_Shastri_Airport","15","0","5","0"
"","VNSL","28.637222","82.449444","","https://en.wikipedia.org/wiki/Rukum_Salle_Airport","2","0","1","0"
"","VNTH","27.048333","86.858056","","https://en.wikipedia.org/wiki/Thamkharka_Airport","1","0","1","0"
"VNX","FQVL","-22.018431","35.313297","","https://en.wikipedia.org/wiki/Vilankulo_Airport","4","0","2","0"
"VNY","KVNY","34.209722","-118.490000","","https://en.wikipedia.org/wiki/Van_Nuys_Airport","9","0","1","0"
"VOG","URWW","48.781667","44.346667","","https://en.wikipedia.org/wiki/Gumrak_Airport","14","0","12","0"
"VOL","LGBL","39.219444","22.794167","","https://en.wikipedia.org/wiki/Nea_Anchialos_National_Airport","4","0","4","0"
"VOZ","UUOO","51.815000","39.230000","","https://en.wikipedia.org/wiki/Chertovitskoye_Airport","21","0","16","0"
"VPE","FNGI","-17.043056","15.683333","","https://en.wikipedia.org/wiki/Ondjiva_Pereira_Airport","7","0","1","0"
"VPN","BIVO","65.720556","-14.850556","","https://en.wikipedia.org/wiki/Vopnafjörður_Airport","2","0","1","0"
"VPS","KVPS","30.483333","-86.525278","","https://en.wikipedia.org/wiki/Destin–Fort_Walton_Beach_Airport","46","0","8","0"
"VPY","FQCH","-19.148611","33.429167","","https://en.wikipedia.org/wiki/Chimoio_Airport","3","0","1","0"
"VQS","TJVQ","18.134722","-65.493889","","https://en.wikipedia.org/wiki/Antonio_Rivera_Rodríguez_Airport","6","0","3","0"
"VRA","MUVR","23.034444","-81.435278","","https://en.wikipedia.org/wiki/Juan_Gualberto_Gómez_Airport","1","0","1","0"
"VRB","KVRB","27.655556","-80.417944","","https://en.wikipedia.org/wiki/Vero_Beach_Regional_Airport","15","0","3","0"
"VRC","RPUV","13.576389","124.205556","","https://en.wikipedia.org/wiki/Virac_Airport","1","0","1","0"
"VRL","LPVR","41.277500","-7.719722","","https://en.wikipedia.org/wiki/Vila_Real_Airport","4","0","1","0"
"VRN","LIPX","45.396389","10.888056","","https://en.wikipedia.org/wiki/Verona_Villafranca_Airport","89","0","24","0"
"VSA","MMVA","17.995000","-92.817222","","https://en.wikipedia.org/wiki/Villahermosa_International_Airport","9","1","5","1"
"VSE","LPVZ","40.727778","-7.889167","","https://en.wikipedia.org/wiki/Viseu_Airport","4","0","1","0"
"VST","ESOW","59.589444","16.633611","","https://en.wikipedia.org/wiki/Stockholm_Västerås_Airport","3","0","1","0"
"VTB","UMII","55.126667","30.351667","","https://en.wikipedia.org/wiki/Vitebsk_Vostochny_Airport","2","0","1","0"
"VTE","VLVT","17.988333","102.563333","","https://en.wikipedia.org/wiki/Wattay_International_Airport","51","0","29","0"
"VTZ","VOVZ","17.721111","83.224444","","https://en.wikipedia.org/wiki/Visakhapatnam_Airport","0","0","0","0"
"VUP","SKVP","10.433333","-73.249722","","https://en.wikipedia.org/wiki/Alfonso_López_Pumarejo_Airport","3","0","3","0"
"VUS","ULWU","60.788333","46.260000","","https://en.wikipedia.org/wiki/Velikiy_Ustyug_Airport","2","0","2","0"
"VVC","SKVV","4.168056","-73.613889","","https://en.wikipedia.org/wiki/La_Vanguardia_Airport","8","0","3","0"
"VVI","SLVR","-17.644722","-63.135278","","https://en.wikipedia.org/wiki/Viru_Viru_International_Airport","23","0","11","0"
"VVO","UHWW","43.399167","132.151389","","https://en.wikipedia.org/wiki/Vladivostok_International_Airport","42","0","19","0"
"VVZ","DAAP","26.723611","8.622222","","https://en.wikipedia.org/wiki/Takhamalt_Airport","6","0","2","0"
"VXC","FQLC","-13.273889","35.266389","","https://en.wikipedia.org/wiki/Lichinga_Airport","3","0","1","0"
"VXE","GVSV","16.833100","-25.056900","","https://en.wikipedia.org/wiki/Cesária_Évora_Airport","10","0","7","0"
"VXO","ESMX","56.928889","14.727778","","https://en.wikipedia.org/wiki/Växjö-Kronoberg_Airport","9","0","6","0"
"VYI","UENW","63.756111","121.694167","","https://en.wikipedia.org/wiki/Vilyuisk_Airport","1","0","1","0"
"WAA","PAIW","65.622500","-168.095000","","https://en.wikipedia.org/wiki/Wales_Airport_(Alaska)","3","0","2","0"
"WAE","OEWD","20.504167","45.199444","","https://en.wikipedia.org/wiki/Wadi_al-Dawasir_Domestic_Airport","3","0","2","0"
"WAG","NZWU","-39.962222","175.025278","","https://en.wikipedia.org/wiki/Whanganui_Airport","1","0","1","0"
"WAW","EPWA","52.165833","20.967222","","https://en.wikipedia.org/wiki/Warsaw_Chopin_Airport","174","0","34","0"
"WBA","WAPV","-2.811333","129.484056","","https://en.wikipedia.org/wiki/Wahai_Airport","1","0","1","0"
"WBB","","63.515833","-162.278056","","https://en.wikipedia.org/wiki/Stebbins_Airport","3","0","2","0"
"WBM","AYWD","-5.643303","143.895411","","https://en.wikipedia.org/wiki/Wapenamanda_Airport","1","0","1","0"
"WBQ","PAWB","66.362222","-147.406667","","https://en.wikipedia.org/wiki/Beaver_Airport","1","0","1","0"
"WDH","FYWH","-22.486667","17.462500","","https://en.wikipedia.org/wiki/Hosea_Kutako_International_Airport","24","3","12","4"
"WDS","ZHSY","32.591667","110.907778","","https://en.wikipedia.org/wiki/Shiyan_Wudangshan_Airport","34","0","15","0"
"WEF","ZSWF","36.646944","119.118611","","https://en.wikipedia.org/wiki/Weifang_Airport","8","0","4","0"
"WEH","ZSWH","37.186944","122.228889","","https://en.wikipedia.org/wiki/Weihai_Dashuibo_Airport","25","2","11","1"
"WEI","YBWP","-12.678611","141.925278","","https://en.wikipedia.org/wiki/Weipa_Airport","4","0","3","0"
"WFB","","55.344444","-131.663333","","https://en.wikipedia.org/wiki/Ketchikan_Harbor_Seaplane_Base","12","0","1","0"
"WGA","YSWG","-35.165278","147.466389","","https://en.wikipedia.org/wiki/Wagga_Wagga_Airport","3","0","2","0"
"WGE","YWLG","-30.033333","148.125000","","https://en.wikipedia.org/wiki/Walgett_Airport","2","0","1","0"
"WGN","ZGSY","26.802000","110.642000","","https://en.wikipedia.org/wiki/Shaoyang_Wugang_Airport","5","0","3","0"
"WGP","WATU","-9.669167","120.301944","","https://en.wikipedia.org/wiki/Umbu_Mehang_Kunda_Airport","6","0","3","0"
"WHA","ZSWA","31.104444","118.667222","","https://en.wikipedia.org/wiki/Wuhu_Xuanzhou_Airport","11","0","8","0"
"WHD","","55.903333","-130.006667","","https://en.wikipedia.org/wiki/Hyder_Seaplane_Base","1","0","2","0"
"WHK","NZWK","-37.920556","176.914167","","https://en.wikipedia.org/wiki/Whakatāne_Airport","4","0","2","0"
"WIC","EGPC","58.458889","-3.093056","","https://en.wikipedia.org/wiki/Wick_Airport","2","0","1","0"
"WIK","NZKE","-36.808333","175.085278","","https://en.wikipedia.org/wiki/Waiheke_Island_Aerodrome","0","0","0","0"
"WIL","HKNW","-1.320000","36.815000","","https://en.wikipedia.org/wiki/Wilson_Airport","25","0","6","0"
"WIN","YWTN","-22.363333","143.085000","","https://en.wikipedia.org/wiki/Winton_Airport","2","0","1","0"
"WIR","NZWO","-39.011862","177.404401","","https://en.wikipedia.org/wiki/Wairoa_Aerodrome","1","0","1","0"
"WJR","HKWJ","1.730000","40.090000","","https://en.wikipedia.org/wiki/Wajir_Airport","2","0","2","0"
"WJU","RKNW","37.459167","127.976944","","https://en.wikipedia.org/wiki/Wonju_Airport","1","0","1","0"
"WKA","NZWF","-44.722500","169.245833","","https://en.wikipedia.org/wiki/Wānaka_Airport","0","0","0","0"
"WKJ","RJCW","45.404444","141.802222","","https://en.wikipedia.org/wiki/Wakkanai_Airport","2","0","2","0"
"WLE","YMLS","-26.809167","150.165000","","https://en.wikipedia.org/wiki/Miles_Airport","1","0","1","0"
"WLG","NZWN","-41.327222","174.805278","","https://en.wikipedia.org/wiki/Wellington_Airport","22","0","9","0"
"WLH","NVSW","-15.416667","167.683333","","https://en.wikipedia.org/wiki/Walaha_Airport","2","0","1","0"
"WLK","PASK","66.600000","-159.985833","","https://en.wikipedia.org/wiki/Selawik_Airport","1","0","1","0"
"WLP","YANG","-23.135556","118.707222","","https://en.wikipedia.org/wiki/West_Angelas_Airport","0","0","0","0"
"WLS","NLWW","-13.238281","-176.199228","","https://en.wikipedia.org/wiki/Hihifo_Airport","2","0","1","0"
"WME","YMNE","-27.285278","120.549722","","https://en.wikipedia.org/wiki/Mount_Keith_Airport","0","0","0","0"
"WMI","EPMO","52.451111","20.651667","","https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport","53","0","3","0"
"WMN","FMNR","-15.436667","49.688333","","https://en.wikipedia.org/wiki/Maroantsetra_Airport","3","0","1","0"
"WMO","PAWM","64.689167","-163.412778","","https://en.wikipedia.org/wiki/White_Mountain_Airport","2","0","1","0"
"WMT","ZUMT","27.968056","106.438889","","https://en.wikipedia.org/wiki/Zunyi_Maotai_Airport","28","0","9","0"
"WMX","WAVV","-4.098333","138.951661","","https://en.wikipedia.org/wiki/Wamena_Airport","6","2","4","4"
"WNA","PANA","60.690278","-161.978611","","https://en.wikipedia.org/wiki/Napakiak_Airport","0","0","0","0"
"WNH","ZPWS","23.563611","104.333611","","https://en.wikipedia.org/wiki/Wenshan_Puzhehei_Airport","3","0","2","0"
"WNI","WAWD","-5.316667","123.583333","","https://en.wikipedia.org/wiki/Matahora_Airport","2","0","2","0"
"WNN","","52.893889","-89.289167","","https://en.wikipedia.org/wiki/Wunnummin_Lake_Airport","1","0","1","0"
"WNP","RPUN","13.584722","123.270000","","https://en.wikipedia.org/wiki/Naga_Airport","1","0","1","0"
"WNR","YWDH","-25.413333","142.666667","","https://en.wikipedia.org/wiki/Windorah_Airport","8","0","1","0"
"WNZ","ZSWZ","27.911944","120.851944","","https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport","76","4","30","3"
"WOL","YSHL","-34.561111","150.788611","","https://en.wikipedia.org/wiki/Shellharbour_Airport","0","0","0","0"
